review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_strict,design_keywords,design_combined,llm_policy_claim,keywords,abstract,manual_is_cross_sectional,manual_unclear,manual_exclude,manual_notes
CS-025,36666,SCOPUS_ID:38849127540,10.1136/jech.2006.058578,Adult education and child nutrition: The role of family and community,Journal of Epidemiology and Community Health,2008,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: It is well established that mothers' education has positive effects on child nutrition in developing countries. Less explored is the effect exerted by the education of other individuals - mothers' friends, neighbours and family. Objectives: To examine independent effects of mothers', fathers' and grandmothers' education on child height-for-age and weight-for-age z-score, and the role of community-level maternal literacy over and above parental education and other individual-level factors. Methods: Cross-sectional data were analysed for 5692 children from Andhra Pradesh State in India and Vietnam sampled within ""sites"" (20 from each country) and then within ""communities"" (31 from Vietnam and 102 from India). Multilevel regression analysis was undertaken to account for confounders and geographical clustering of observations. Results: Child nutrition is positively and independently associated with mothers', fathers' and grandmothers' education. The association with grandmothers' education was statistically significant in the India sample only and was stronger for boys: the adjusted mean difference in height-for-age z-scores between boys living with an educated grandmother and those not was 0.64 (95% CI 0.29 to 0.99, p<0.001). In the Vietnam sample, child nutrition was associated with the proportion of literate mothers in the community, adjusting for parental education and other confounders (height 0.81, 95% CI 0.29 to 1.31, p = 0.002). Conclusion: The results imply that an individual-level perspective may fail to capture the entire impact of education on child nutrition, and support a call for a widening of focus of nutrition policy and programmes from the mother-child pair towards the broader context of their family and community.",yes,no,no,
CS-026,27897,SCOPUS_ID:82355171673,10.1093/eurpub/ckq164,Socio-economic differences in dysglycemia and lifestyle-related risk factors in the Finnish middle-aged population,European Journal of Public Health,2011,Cross-sectional,Other/None,Cross-sectional,FALSE,"['dysglycemia', 'risk factors', 'Socio-economic status', 'type 2 diabetes']","Background: The aim of this study was to investigate the association of socio-economic status (SES) with dysglycemia and the lifestyle-related risk factors, and to analyze to which extent known risk factors explain socio-economic differences in diabetes risk. Methods: Two population-based cross-sectional surveys in Finland including 1696 men and 1946 women aged 45-64 years who participated in a health examination in 2004 or 2007. Dysglycemia was determined by an oral glucose tolerance test. Total type 2 diabetes (including previously known and screen-detected type 2 diabetes), impaired glucose tolerance and impaired fasting glucose formed the category of total dysglycemia. Questionnaires and clinical examination were completed to assess risk factors for dysglycemia. SES was defined by education and household income. Results: In both genders, the prevalence of total dysglycemia differed statistically significantly between educational groups. Low education was statistically significantly associated with higher risk of total type 2 diabetes in women. The household income level was inversely associated with total type 2 diabetes in women and with total dysglycemia in men. Obesity, unhealthy diet and smoking were all inversely related to SES in both men and women. The observed association between education and dysglycemia was slightly attenuated after adjustment for obesity and other risk factors for diabetes. Conclusions: Low education was associated with an increased risk of dysglycemia more strongly than the low household income. Risk factors, especially obesity, explained only partly the observed associations between dysglycemia and education. The Author 2010. Published by Oxford University Press on behalf of the European Public Health Association.",yes,no,no,
CS-027,34459,SCOPUS_ID:85125001445,10.1093/ije/dyab137,Mortality amenable to healthcare in Latin American cities: A cross-sectional study examining between-country variation in amenable mortality and the role of urban metrics,International Journal of Epidemiology,2022,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Amenable mortality', 'Latin America', 'urban health']","Background: This study examined the variation in city-level amenable mortality, i.e. mortality due to conditions that can be mitigated in the presence of timely and effective healthcare, in 363 Latin American cities and measured associations between amenable-mortality rates and urban metrics. Methods: We used death records from 363 cities with populations of >100 000 people in nine Latin American countries from 2010 to 2016. We calculated sex-specific age-adjusted amenable-mortality rates per 100 000. We fitted multilevel linear models with cities nested within countries and estimated associations between amenable mortality and urban metrics, including population size and growth, fragmentation of urban development and socio-economic status. Results: Cities in Mexico, Colombia and Brazil had the highest rates of amenable mortality. Overall, >70% of the variability in amenable mortality was due to between-country heterogeneity. But for preventable amenable mortality, those for which the healthcare system can prevent new cases, most of the variability in rates occurred between cities within countries. Population size and fragmentation of urban development were associated with amenable mortality. Higher fragmentation of urban development was associated with lower amenable mortality in small cities and higher amenable mortality in large cities. Population growth and higher city-level socio-economic status were associated with lower amenable mortality. Conclusions: Most of the variability in amenable mortality in Latin American cities was due to between-county heterogeneity. However, urban metrics such as population size and growth, fragmentation of urban development and city-level socio-economic status may have a role in the distribution of amenable mortality across cities within countries.",no,no,no,Uses city-level death records from 2010 to 2016 to analyse amenable mortality across cities; ecological study
CS-028,35143,SCOPUS_ID:0029162690,10.1136/jech.49.Suppl_1.17,Organochlorine residues in human breast milk: Analysis through a sentinel practice network,Journal of Epidemiology and Community Health,1995,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Study objective - The study aimed to assess through a sentinel practice network the validity of data on levels of organochlorine residues in human milk along with personal, lifestyle, and exposure variables of breastfeeding women; to compare the results of this new approach with those of the Lower Saxony breast milk surveillance programme; and to test hypotheses on potential determinants of contamination levels. Design - Eligible women were enrolled into this cross sectional study by a network of 51 paediatric practices when bringing their babies for a U3 infant screening examination (4th to 6th week after delivery). Lifestyle and exposure factors were obtained by questionnaire. All milk samples were analysed for hexachlorocyclohexane, hexachlorbenzole, DDT, dieldrin, poly-chlorinated biphenyls (PCB) and heptachlor; half the samples were also analysed for dioxin. Analytic statistics were computed using polychotomous logistic regression (PLR). Setting - The study was conducted in Lower Saxony, Germany, from summer 1992 to summer 1993. Participants-Altogether 156 primiparous, breast feeding German women, aged 25-35 years, who had been born and had grown up in West Germany, were studied. Main results - Compared with the regular programme, participants in this study had their milk analysed sooner after delivery and were more likely to have grown up in rural areas, less likely to have been exposed to hazardous substances, less likely to have a diet of health food, and slightly less likely to be a smoker at the time of the study. Breast milk contamination levels were comparable in both studies, and in all but two cases well below the tolerable concentrations established by the Deutsche Forschungsgemeinschaft (German Research Fellowship). After adjustment for potential confounders using polychotomous logistic regression, there were statistically significant positive associations between breast milk contamination and age (PCB, test for trend: p = 0.006), average dietary fat intake per week (dioxin, p = 0.01), and proximity of residence to hazardous sites (dioxin, p<0-05), and negative associations between residue levels and relative body weight at the time of the study (PCB; p<0-0001) and difference in body weight (weight minus weight before the pregnancy; PCB, p = 0-0002), respectively. Conclusions - Sentinel practice networks are a feasible and low-biased approach to population based breast milk studies. The contamination levels and associations found are biologically plausible and comparable with the results of other studies. To reduce organochlorine residue levels in human milk in the short term, breastfeeding women should be advised not to try to reduce their weight until after lactation. Public promotion of a lower dietary fat intake may reduce the lifetime accumulation of organochlorine compounds in the human body fat tissue in the long term, resulting in lower concentrations in breast milk as well.",yes,no,no,
CS-029,29222,SCOPUS_ID:85090050171,10.1093/eurpub/ckaa082,Quitting behaviours and cessation methods used in eight European Countries in 2018: findings from the EUREST-PLUS ITC Europe Surveys,European Journal of Public Health,2020,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: We examined quit attempts, use of cessation assistance, quitting beliefs and intentions among smokers who participated in the 2018 International Tobacco Control (ITC) Europe Surveys in eight European Union Member States (England, Germany, Greece, Hungary, the Netherlands, Poland, Romania and Spain). Methods: Cross-sectional data from 11 543 smokers were collected from Wave 2 of the ITC Six European Country (6E) Survey (Germany, Greece, Hungary, Poland, Romania and Spain—2018), the ITC Netherlands Survey (the Netherlands—late 2017) and the Four Countries Smoking and Vaping (4CV1) Survey (England—2018). Logistic regression was used to examine associations between smokers’ characteristics and recent quit attempts. Results: Quit attempts in the past 12 months were more frequently reported by respondents in the Netherlands (33.0%) and England (29.3%) and least frequently in Hungary (11.5%), Greece (14.7%), Poland (16.7%) and Germany (16.7%). With the exception of England (35.9%), the majority (56–84%) of recent quit attempts was unaided. Making a quit attempt was associated with younger age, higher education and income, having a smoking-related illness and living in England. In all countries, the majority of continuing smokers did not intend to quit in the next 6 months, had moderate to high levels of nicotine dependence and perceived quitting to be difficult. Conclusions: Apart from England and the Netherlands, smokers made few quit attempts in the past year and had low intentions to quit in the near future. The use of cessation assistance was sub-optimal. There is a need to examine approaches to supporting quitting among the significant proportion of tobacco users in Europe and increase the use of cessation support as part of quit attempts.",yes,no,no,
CS-030,2719,SCOPUS_ID:0035370489,10.1093/aje/153.11.1094,"Serum levels of C-reactive protein are associated with obesity, weight gain, and hormone replacement therapy in healthy postmenopausal women",American Journal of Epidemiology,2001,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Adipose tissue', 'Estrone', 'Hormone replacement therapy', 'Inflammation', 'Women']","The authors evaluated the cross-sectional and prospective associations between the serum concentration of C-reactive protein and measures of obesity and fat distribution, hormone replacement therapy (HRT) use, and serum sex hormones in postmenopausal women from the Healthy Women Study (Allegheny County, Pennsylvania, 1998). The authors tested the hypothesis that C-reactive protein levels would be higher among HRT users and among women with greater body mass index, waist circumference, or visceral fat. There were 207 women in the study who were ≥8 years postmenopausal (101 HRT users and 106 HRT nonusers). The median levels of C-reactive protein were 3.01 mg/liter in HRT users compared with 1.74 mg/liter in nonusers (p = 0.002). C-reactive protein levels were strongly positively correlated with measures of body size, fatness, fat distribution, and weight gain among HRT users and nonusers. C-reactive protein was also positively correlated with serum estrone levels (rs = 0.38) among HRT nonusers. The highest level of C-reactive protein was found among HRT users in the highest quartile of visceral fat (4.29 mg/liter) compared with women not on HRT and in the lowest quartile of visceral fat (0.96 mg/liter). The use of HRT and measures of overall body fatness are important correlates of C-reactive protein among postmenopausal women.",/,yes,no,"Abstract states cross-sectional and prospective associations were evaluated, but the abstract does not clearly separate the analytic design for the reported results."
CS-031,41676,SCOPUS_ID:34047275452,10.1016/j.ypmed.2006.11.014,Weight concerns and smoking in a general population:. The Inter99 study,Preventive Medicine,2007,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Body weight', 'Diet', 'Eating', 'Eating pattern', 'Gender', 'Inter99', 'Population based', 'Smoking', 'Smoking cessation', 'Weight concerns']","Objective.: No previous studies have explored weight concerns in relation to smoking habits, or investigated how weight concerns affect smoking cessation in a general population. Method.: Inter99 is a population-based lifestyle interventional study, conducted in 1999-2001 in Copenhagen, Denmark, comprising 30-60 year old men and women. All daily smokers (N = 2408) were offered help to quit. The baseline investigation (N = 6784) was used for analysing associations of smoking status with weight concerns (cross-sectional design). To analyse how weight concerns affected smoking cessation we included the 1387 daily smokers attending 1-year follow-up; 221 of these were verified quitters (longitudinal design). Results.: Daily smoking men and women had a significantly lower body mass index than never smokers (men: 3%, women 5%) but reported to be significantly less concerned of their weight (men: OR = 0.64, 95%CI = 0.4-0.9), women: 0.78(0.6-1.0)). Ex-smoking normal weight women were significantly more likely to be frequently concerned of their weight than never smoking normal weight women (OR = 2.06, 95CI% = 1.6-2.7). Fifty-two percent of the women and 32% of the men with a previous quit attempt reported that weight gain was a reason for relapse. Neither weight concerns nor eating patterns were predictive of point abstinence at 1-year follow-up. Conclusion.: Smokers are believed to be very concerned of their weight but in this population-based study, daily smokers more frequently ate what they wanted, had a lower BMI and were significantly less concerned of their weight than never smokers. Weight concerns and eating patterns did not predict abstinence at 1-year follow-up. It seems that weight gain and weight concerns are independent factors. © 2006 Elsevier Inc. All rights reserved.",/,yes,no,
CS-032,1455,SCOPUS_ID:0030058416,10.1093/oxfordjournals.aje.a008900,Successful aging: Predictors and associated activities,American Journal of Epidemiology,1996,Cross-sectional,Cohort,Cross-sectional,FALSE,"['activities of daily living', 'aging', 'cohort studies', 'health behavior', 'risk factors']","Six-year predictors of successful aging were analyzed for 356 Alameda County Study men and women aged 65-95 years measured prospectively in 1984 and followed to 1990. Successful aging was defined as needing no assistance nor having difficulty on any of 13 activity/mobility measures plus little or no difficulty on five physical performance measures. After adjusting for baseline successful aging, sex, and age, the authors found that 1984 predictors of 1990 successful aging included income above the lowest quintile (odds ratio (OR) = 2.01, 95% confidence interval (CI) 0.99-4.11), ≤12 years of education (OR = 1.67, 95% CI 0.98-2.84), white ethnicity (OR = 2.12, 95% CI 0.93-4.86), diabetes (OR = 0.10, 95% CI 0.01-0.79), chronic obstructive pulmonary disease (OR = 0.41, 95% CI 0.17-0.97), arthritis (OR = 0.43, 95% CI 0.26-0.71), and hearing problems (OR = 0.48, 95% CI 0.25-0.89). Adjusting for all variables, the authors found that behavioral and psychosocial predictors included the absence of depression (OR = 1.94, 95% CI 1.10-3.42), having close personal contacts (OR = 1.82, 95% CI 1.05-3.18), and often walks for exercise (OR = 1.77, 95% CI 1.00-3.12). Cross-sectional comparisons at follow-up revealed significantly higher community involvement, physical activity, and mental health for those aging successfully.",no,no,no,This is a prospective 6-year follow-up analysis of successful aging predictors; prospective longitudinal study
CS-033,31793,SCOPUS_ID:0035158264,10.1093/ije/30.5.959,Ethnic differences in mammographic densities,International Journal of Epidemiology,2001,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Breast neoplasms', 'Comparative study', 'Ethnic groups', 'Mammography', 'Regression analysis', 'Risk factors']","Background. Breast cancer incidence is considerably lower among Japanese and Chinese women than among Caucasian and Native Hawaiian even in second and third generation migrants. Mammographic densities, which refer to the radiological appearance of the healthy female breast, are related to breast cancer risk. The purpose of this project was to explore the hypothesis that women from ethnic groups at high breast cancer risk are more likely to have high levels of densities than women from low breast cancer risk groups. Methods. In a cross-sectional design, 514 pre- and post-menopausal women recruited at mammography screening clinics completed a self-administered questionnaire. We used a computer-assisted method to measure the dense and the total areas of the breast and to computer per cent breast density. Student's t-tests and multiple linear regression were applied to examine ethnic differences and to explore determinants of mammographic densities, respectively. Results. The unadjusted mean dense area was 15% smaller in Chinese and Japanese women than in the Caucasian/Hawaiian group. However, because of their smaller breast size, the per cent of the breast occupied by dense tissue in Chinese and Japanese women was 20% higher than in Caucasian women. Body mass index, age, menopausal status, parity, and oestrogen therapy were associated with mammographic densities, but they did not account for all ethnic differences. Conclusions. Whereas this study detected some ethnic differences in mammographic densities, the importance of dense areas and per cent densities as indicators of breast cancer risk in ethnically diverse populations remains to be clarified.",/,yes,no,
CS-034,12874,SCOPUS_ID:85142003141,10.1016/j.amepre.2022.09.019,Effects of Cannabis Legalization on Adolescent Cannabis Use Across 3 Studies,American Journal of Preventive Medicine,2023,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Introduction: Canada, Uruguay, and 18 states in the U.S. have legalized the use of nonmedical (recreational) cannabis for adults, yet the impact of legalization on adolescent cannabis use remains unclear. This study examined whether cannabis legalization for adults predicted changes in the probability of cannabis use among adolescents aged 13–18 years. Methods: Data were drawn from 3 longitudinal studies of youth (spanning 1999–2020) centered in 3 U.S. states: Oregon, New York, and Washington. During this time, Oregon (2015) and Washington (2012) passed cannabis legalization; New York did not. In each study, youth average age was 15 years (total N=940; 49%–56% female, 11%–81% Black/African American and/or Latinx). Multilevel modeling (in 2021) of repeated measures tested whether legalization predicted within- or between-person change in past-year cannabis use or use frequency over time. Results: Change in legalization status across adolescence was not significantly related to within-person change in the probability or frequency of self-reported past-year cannabis use. At the between-person level, youth who spent more of their adolescence under legalization were no more or less likely to have used cannabis at age 15 years than adolescents who spent little or no time under legalization. Conclusions: This study addresses several limitations of repeated cross-sectional studies of the impact of cannabis legalization on adolescent cannabis use. Findings are not consistent with changes in the prevalence or frequency of adolescent cannabis use after legalization. Ongoing surveillance and analyses of subpopulations are recommended.",no,no,no,Uses longitudinal youth data with repeated measures and multilevel modeling
CS-035,36986,SCOPUS_ID:74049135290,10.1136/jech.2008.085068,A cross-national comparative perspective on racial inequities in health: The USA versus Canada,Journal of Epidemiology and Community Health,2010,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Background: Cross-national comparisons allow the examination of the malleability of associations between race and health. Racial inequities in chronic conditions, indicators of health status and behavioural risk factors between two similar advanced capitalist countries were compared. It was hypothesised that racial inequities will be mitigated in Canada compared with the USA. Methods: Population-based, cross-sectional data from the 2002-3 Joint Canada-USA Survey of Health (JCUSH) with 4953 adult respondents from the USA and 3455 from Canada. Models adjusted for age, sex, foreign birth, marital status, health insurance, education, income and home ownership. Results: Compared with the USA, racial inequities in health were attenuated in Canada. In the USA, racial inequities in chronic diseases and fair or poor self-rated health were largely driven by inequities found among the native born. Strikingly, in Canada, however, there were few significant racial inequities and those occurred exclusively among the foreign born. Within strata of race and foreign birth, Canadians fared better, with both white people and non-white people reporting better health than their American counterparts. Foreign-born Canadians and Americans were more similar to each other in terms of health than native-born Canadians and Americans. Only among the native born did American white people and American non-white people have higher adjusted odds of hypertension, diabetes and obesity than Canadian white people and Canadian non-white people respectively. Self-rated health was worse for non-white Americans than non-white Canadians regardless of foreign birth. Conclusion: The influence of race on health is context dependent. There is no necessary link between race and a variety of health indicators.",yes,no,no,
CS-036,18539,SCOPUS_ID:84880157019,10.2105/AJPH.2012.301079,Televised antismoking advertising: Effects of level and duration of exposure,American Journal of Public Health,2013,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Objectives. We assessed the effects of levels and duration of exposure to televised antismoking advertising on cognitive and behavioral changes. Methods. We used data from a serial cross-sectional telephone survey with weekly interviews of adult smokers and recent quitters in New South Wales, Australia (n = 13 301), between April 2005 and December 2010. We merged survey data with commercial TV ratings data to estimate individuals' exposure to antismoking advertising. Results. Logistic regression analyses indicated that after adjustment for a wide range of potential confounders, exposure to antismoking advertising at levels between 100 and 200 gross rating points per week on average over 6 to 9 weeks was associated with an increased likelihood of having (1) salient quitting thoughts and (2) recent quit attempts. Associations between exposure for shorter periods and these outcomes were not significant. Conclusions. Broadcasting schedules may affect the success of antismoking ads. Campaign planners should ensure advertising exposure at adequate frequency over relatively sustained periods to maximize impact. © 2013 American Journal of Public Health.",yes,no,no,
CS-037,32349,SCOPUS_ID:33749626291,10.1093/ije/dyl049,Plasma fibrinogen and lung function: The CARDIA study,International Journal of Epidemiology,2006,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Asthma', 'BMI', 'FEV 1', 'FEV /FVC ratio 1', 'Fibrinogen', 'FVC', 'Inflammation', 'Lung function', 'Smoking']","Background: We hypothesized that fibrinogen, as a marker of chronic inflammation, is inversely associated with forced vital capacity (FVC) and forced expiratory volume in 1 s (FEV 1) in healthy persons. Methods: The CARDIA cohort started in 1985 and included black and white men and women, aged 18-30, from the general population. Spirometry testing conducted at years 5 and 10 [FVC, FEV 1, and their ratio (FEV 1 /FVC)] was studied relative to plasma fibrinogen levels measured at year 5 (cross-sectional n = 4040) and at year 7 (longitudinal n = 3001), controlling for race, sex, age, height, smoking, asthma, body mass index, physical activity, birth control pill use, and alcohol intake. Results: In cross-sectional analyses, FVC at year 5 was lower by 166 ml (95% confidence interval 116-216 ml) in the highest vs lowest year 5 fibrinogen quartile. At year 10, holding year 5 FVC and change in fibrinogen (year 7-year 5) constant, the difference in FVC between the highest and the lowest year 5 fibrinogen quartiles widened by 67 ml (95% CI 31-103 ml). The corresponding differences for FEV 1 were 166 ml (95% CI 146-253 ml) at year 5 and 45 ml (95% CI 11-80 ml) widening by year 10. The FEV 1 /FVC ratio was unrelated to plasma fibrinogen. Conclusion: These findings are consistent with the hypothesis that fibrinogen, possibly as a marker for chronic low-grade inflammation, is associated with modest deterioration of lung function in healthy young adults. © 2006 Oxford University Press.",no,yes,no,longitudinal/prospective cohort
CS-038,12130,SCOPUS_ID:85078006489,10.1016/j.amepre.2019.10.011,Inequity in California's Smokefree Workplace Laws: A Legal Epidemiologic Analysis of Loophole Closures,American Journal of Preventive Medicine,2020,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Introduction: California's landmark 1994 Smokefree Workplace Act contained numerous exemptions, or loopholes, believed to contribute to inequities in smokefree air protections among low-income communities and communities of color (e.g., permitting smoking in warehouses, hotel common areas). Cities/counties were not prevented from adopting stronger laws. This study coded municipal laws and state law changes (in 2015–2016) for loophole closures and determined their effects in reducing inequities in smokefree workplace protections. Methods: Public health attorneys reviewed current laws for 536 of California's 539 cities and counties from January 2017 to May 2018 and coded for 19 loophole closures identified from legislative actions (inter-rater reliability, 87%). The local policy data were linked with population demographics from intercensal estimates (2012–2016) and adult smoking prevalence (2014). The analyses were cross-sectional and conducted in February–June 2019. Results: Between 1994 and 2018, jurisdictions closed 6.09 loopholes on average (SD=5.28). Urban jurisdictions closed more loopholes than rural jurisdictions (mean=6.40 vs 3.94, p<0.001), and loophole closure scores correlated positively with population size, median household income, and percentage white, non-Hispanic residents (p<0.001 for all). Population demographics and the loophole closure score explained 43% of the variance in jurisdictions’ adult smoking prevalence. State law changes in 2015–2016 increased loophole closure scores and decreased jurisdiction variation (mean=9.74, SD=3.56); closed more loopholes in rural versus urban jurisdictions (meangain=4.44 vs 3.72, p=0.002); and in less populated, less affluent jurisdictions, with greater racial/ethnic diversity, and higher smoking prevalence (p<0.001 for all). Conclusions: Although jurisdictions made important progress in closing loopholes in smokefree air law, state law changes achieved greater reductions in inequities in policy coverage.",yes,no,no,
CS-039,9221,SCOPUS_ID:33745599609,10.1016/j.amepre.2006.03.028,Stalking in the United States. Recent National Prevalence Estimates,American Journal of Preventive Medicine,2006,Cross-sectional,Other/None,Cross-sectional,FALSE,[],"Background: Stalking is a major public health concern, primarily for women, and is associated with many adverse health outcomes, including death. However, the prevalence of stalking among adults in the United States has not been assessed since 1995-1996. The objective of this analysis is to provide more recent national estimates on lifetime stalking and demographic characteristics of stalking victims. Methods: A sample of adults aged 18 years and older living in the United States (n =9684) participated in the second Injury Control and Risk Survey (ICARIS-2), a cross-sectional, random-digit-dial telephone survey conducted from 2001 to 2003. Analyses conducted in 2005 focused on the respondents' reports of having ever been stalked in a way that was somewhat dangerous or life-threatening. Results: In the United States, 4.5% of adults reported having ever been stalked. Women had significantly higher prevalence (7%) of stalking victimization than did men (2%) (odds ratio [OR]=3.68, 95% confidence interval [CI]=2.77-4.90). People who were never married (OR=1.43, 95%CI=1.03-1.99) or who were separated, widowed, or divorced (OR=1.68, 95% CI=1.28-2.21) had significantly higher odds of being stalked than those who were married or had a partner. People aged 55 years or older and those who were retired were least likely to report stalking victimization. Conclusions: Comparable to previous national estimates, this study shows that stalking affects many adults. Nearly 1 in 22 adults (almost 10 million, approximately 80% of whom were women) in the United States were stalked at some time in their lives. © 2006 American Journal of Preventive Medicine.",yes,no,no,
CS-040,9749,SCOPUS_ID:57549118167,10.1016/j.amepre.2008.10.001,"Rural-Urban Differences in Injury Hospitalizations in the U.S., 2004",American Journal of Preventive Medicine,2009,Cross-sectional,Other/None,Cross-sectional,TRUE,[],"Background: Despite prior research demonstrating higher injury-mortality rates among rural populations, few studies have examined the differences in nonfatal injury risk between rural and urban populations. The objective of this study was to compare injury-hospitalization rates between rural and urban populations using population-based national estimates derived from patient-encounter data. Methods: A cross-sectional analysis of the 2004 Nationwide Inpatient Sample was conducted in 2007. Rural-urban classifications were determined based on residence. SUDAAN software and U.S. Census population estimates were used to calculate nationally representative injury-hospitalization rates. Injury rates between rural and urban categories were compared with rate ratios and 95% CIs. Results: An estimated 1.9 million (95% CI=1,800,250-1,997,801) injury-related hospitalizations were identified. Overall, injury-hospitalization rates generally increased with increasing rurality; rates were 27% higher in large rural counties (95% CI=10%, 44%) and 35% higher in small rural counties (95% CI=16%, 55%). While hospitalization rates for assaults were highest in large urban counties, the rates for unintentional injuries from motor vehicle traffic, falls, and poisonings were higher in rural populations. Rates for self-inflicted injuries from poisonings, cuttings, and firearms were higher in rural counties. The total estimated hospital charges for injuries were more than $50 billion. On a per-capita basis, hospital charges were highest for rural populations. Conclusions: These findings highlight the substantial burden imposed by injury on the U.S. population and the significantly increased risk for those residing in rural locations. Prevention and intervention efforts in rural areas should be expanded and should focus on risk factors unique to these populations. © 2009.",yes,no,no,
CS-041,32274,SCOPUS_ID:18444411700,10.1093/ije/dyh381,Socioeconomic status and health: Is parasympathetic nervous system activity an intervening mechanism?,International Journal of Epidemiology,2005,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Community study', 'Parasympathetic nervous system', 'Socioeconomic status']","Background: The link between socioeconomic status (SES) and health is widely recognized but the pathophysiologic mechanisms are not well understood. We tested the hypothesis that parasympathetic nervous system (PNS) regulation is one such mechanism. Methods: In a cross-sectional study, electrocardiogram-derived RR interval variability (RRV), a non-invasive index of cardiac PNS regulation, and SES, measured as educational attainment and income, were collected in 756 subjects in the CARDIA study of heart disease in young adults. Results: Relative to those with less than a high school education, those with high school to college and post-college education had 26% (β = 0.233) and 43% (β = 0.355) greater low frequency (LF) RRV, respectively, adjusted for age, sex, and race. For high frequency (HF) RRV, race interacted with income: relative to low income whites, intermediate and high income whites had 133 and 191% greater HF power, respectively, while intermediate and high income blacks had 32 and 44% greater HF RRV, respectively, relative to low income blacks. Conclusions: Numerous studies demonstrate that psychosocial stressors reduce cardiac parasympathetic regulation and that SES disparities are associated with increasing social stress proportional to the degree of disparity. Data from the current study suggest that PNS regulation may be a mechanism linking the stressful effects of low SES to increased morbidity and mortality. © The Author 2005; all rights reserved.",yes,no,no,
CS-042,24596,SCOPUS_ID:0033862439,10.1023/A:1007683626665,Coffee consumption and decreased serum γ-glutamyltransferase: A study of middle-aged Japanese men,European Journal of Epidemiology,2000,Cross-sectional,Other/None,Cross-sectional,FALSE,"['γ-Glutamyltransferase', 'Age', 'Alcohol intake', 'Coffee', 'Obesity', 'Smoking']","The potential inverse association between coffee intake and serum γ-glutamyltransferase (GGT) was examined in a cross-sectional study involving 1353 Japanese male office workers aged 35-59 years in Osaka, Japan. Those who had serum amino transferases exceeding the normal range and/or who had been administered medical care for, or had a past history of, liver disease were excluded. Multiple linear regression analysis and analysis of covariance were used to control for confounding variables (age, body mass index, alcohol use, and cigarette smoking) and to examine possible interactions. From the linear regression analysis, coffee intake was inversely related to serum GGT levels independently of age, body mass index, alcohol intake, and cigarette smoking. All of the latter variables were also independently and positively associated with serum GGT levels. When the interactions between coffee and each of four covariates on serum GGT were evaluated by adding each interaction term to the above regression model, significant negative interactions were observed for age and cigarette smoking. From the analysis of covariance, lower levels of serum GGT associated with coffee consumption were more evident in the older age group and at the higher levels of cigarette smoking. These findings suggest that coffee consumption is inversely related to serum GGT and that coffee may inhibit the inducing effects of aging and possibly of smoking on serum GGT in the liver.",yes,no,no,
CS-043,44293,SCOPUS_ID:85063893350,10.1016/j.ypmed.2019.03.039,"Perceived and objective characteristics of the neighborhood environment are associated with accelerometer-measured sedentary time and physical activity, the CARDIA Study",Preventive Medicine,2019,Cross-sectional,Other/None,Cross-sectional,FALSE,"['Accelerometer', 'Cohesion', 'Neighborhood', 'Physical Activity', 'Poverty', 'Resources', 'Sedentary Time', 'Segregation']","We investigated cross-sectional and longitudinal associations of neighborhood environment characteristics with accelerometer-measured sedentary time (SED), light-intensity physical activity (LPA), and moderate-to-vigorous intensity physical activity (MVPA). Participants were 2120 men and women in the year 20 (2005–2006) and year 30 CARDIA exams (2015–2016). Year 20 neighborhood characteristics included neighborhood cohesion, resources for physical activity, poverty, and racial residential segregation. Physical activity was measured by accelerometer at years 20 and 30. Multivariable linear regression models examined associations of standardized neighborhood measures at year 20 with SED, LPA, and MVPA assessed that year, and with 10-year changes in SED, LPA, and MVPA. Cross-sectionally, a one standard deviation (SD) increase in cohesion was associated with 4.06 less SED min/day (95% CI: −7.98, −0.15), and 4.46 more LPA min/day (95% CI: 0.88, 8.03). Each one SD increase in resources was associated with 1.19 more MVPA min/day (95% CI: 0.06, 2.31). A one SD increase in poverty was associated with 11.18 less SED min/day (95% CI: −21.16, −1.18) and 10.60 more LPA min/day (95% CI: 1.79, 19.41) among black men. No neighborhood characteristic was associated with 10-year changes in physical activity in the full sample; however, a one SD increase in cohesion was associated with a 10-year decrease of 25.44 SED min/day (95% CI: −46.73, −4.14) and an increase of 19.0 LPA min/day (95% CI, 1.89, 36.10) in black men. Characteristics of the neighborhood environment are associated with accelerometer-measured physical activity. Differences were observed by race and sex, with more robust findings observed in black men.",/,yes,no,
