id,scopus_id,doi,title,prompt_name,prompt_hash,model,temperature,llm_output,llm_label
SCOPUS_ID:79952050640,SCOPUS_ID:79952050640,10.1093/ije/dyq164,Prospective cohort study of breast implants and the risk of connective-tissue diseases,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0041803240,SCOPUS_ID:0041803240,10.1023/A:1024686625528,Birth weight and risk of angina pectoris: Analysis in Swedish twins,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:16544383725,SCOPUS_ID:16544383725,10.1023/B:EJEP.0000036814.56108.66,Estimating non-response bias in family studies: Application to mental health and lifestyle,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0030889263,SCOPUS_ID:0030889263,,"The Dutch EPIC Food Frequency Questionnaire. I. Description of the questionnaire, and relative validity and reproducibility for food groups",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85022341794,SCOPUS_ID:85022341794,10.1016/j.ypmed.2017.07.005,"Is the link between movement and mental health a two-way street? Prospective associations between physical activity, sedentary behaviour and depressive symptoms among women living in socioeconomically disadvantaged neighbourhoods",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0029949732,SCOPUS_ID:0029949732,10.1006/pmed.1996.0058,Exposure to environmental tobacco smoke - Perceptions of African American children and adolescents,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:85054071416,SCOPUS_ID:85054071416,10.1097/EDE.0000000000000857,Performance of between-study heterogeneity measures in the cochrane library,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85085015109,SCOPUS_ID:85085015109,10.1016/j.amepre.2020.03.024,"Alcohol Use and Suicidality by Sexual Orientation Among U.S. Youth, 2009â€“2017",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0033962566,SCOPUS_ID:0033962566,10.1006/pmed.1999.0608,Changes in serum total cholesterol levels over 18 years in a cohort of men and women: The Nijmegen cohort study,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84959905141,SCOPUS_ID:84959905141,10.1016/j.ypmed.2016.02.001,The influence of electronic cigarette age purchasing restrictions on adolescent tobacco and marijuana use,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84890514902,SCOPUS_ID:84890514902,10.1093/eurpub/cks187,"Association between parental perceptions of residential neighbourhood environments and childhood obesity in Porto, Portugal",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:67749091014,SCOPUS_ID:67749091014,10.1093/aje/kwp143,Age of onset in concordant twins and other relative pairs with multiple sclerosis,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84877257399,SCOPUS_ID:84877257399,10.1093/aje/kws330,Association of functional polymorphism rs2231142 (Q141K) in the ABCG2 gene with serum uric acid and gout in 4 US populations,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84857279547,SCOPUS_ID:84857279547,10.2105/AJPH.2011.300295,Position-specific HIV risk in a large network of homeless youths,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:85084695125,SCOPUS_ID:85084695125,10.1093/eurpub/ckaa031,Estonia advances on SDG achievement by tackling high alcohol consumption through a multi-pronged approach,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0033557398,SCOPUS_ID:0033557398,10.1093/oxfordjournals.aje.a009814,Double-blind intervention trial on modulation of ozone effects on pulmonary function by antioxidant supplements,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0033019577,SCOPUS_ID:0033019577,10.1136/jech.53.7.412,Determinants of self assessed health among Spanish older people living at home,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:78751685435,SCOPUS_ID:78751685435,10.1016/j.ypmed.2010.07.005,Screen time and risk behaviors in 10- to 16-year-old Canadian youth,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:33744471162,SCOPUS_ID:33744471162,10.1136/jech.2005.039032,Do perceptions of neighbourhood environment influence health? Baseline findings from a British survey of aging,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:84862587399,SCOPUS_ID:84862587399,10.2105/AJPH.2011.300408,Integrating biodiversity management and indigenous biopiracy protection to promote environmental justice and global health,ECreview,excel,excel-column,,,
SCOPUS_ID:2142711607,SCOPUS_ID:2142711607,10.1136/jech.2003.009852,Is perceived failure in school performance a trigger of physical injury? A case-crossover study of children in Stockholm County,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85047410366,SCOPUS_ID:85047410366,10.1097/EDE.0000000000000795,Diagnostic performance of one-off flexible sigmoidoscopy with fecal immunochemical testing in a large screening population,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:76549115338,SCOPUS_ID:76549115338,10.1016/j.amepre.2009.10.040,"Neighborhood, Route, and School Environments and Children's Active Commuting",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84905561636,SCOPUS_ID:84905561636,10.1097/EDE.0000000000000143,Long-term exposure to crystalline silica and risk of heart disease mortality,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:18844403140,SCOPUS_ID:18844403140,10.1007/s10654-004-6880-1,The epidemiology of anophthalmia and microphthalmia in Sweden,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0031028150,SCOPUS_ID:0031028150,10.1016/s0749-3797(18)30226-5,Representations of menopause and their health care implications: A qualitative study,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0030039192,SCOPUS_ID:0030039192,10.1093/ije/25.1.5,Cancer mortality among North African migrants in France,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84902668737,SCOPUS_ID:84902668737,10.2105/AJPH.2014.301947,Gender-specific associations of objective and perceived neighborhood characteristics with body mass index and waist circumference among older adults in the English Longitudinal Study of Ageing,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0032914081,SCOPUS_ID:0032914081,10.1136/jech.53.6.348,Association between job characteristics and plasma fibrinogen in a normal working population: A cross sectional analysis in referents of the SHEEP study,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85005916303,SCOPUS_ID:85005916303,10.1016/j.amepre.2016.09.016,Association of Bacterial Vaginosis With Chlamydia and Gonorrhea Among Women in the U.S. Army,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0032440796,SCOPUS_ID:0032440796,10.2105/ajph.88.12.1846,Potential barriers to the removal of norplant among family planning clinic patients,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0032694208,SCOPUS_ID:0032694208,10.1023/A:1007611412532,Osteoporosis and years since menopause,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0030850107,SCOPUS_ID:0030850107,10.2105/AJPH.87.6.1022,Prenatal health behaviors and psychosocial risk factors in pregnant women of mexican origin: The role of acculturation,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:79960815320,SCOPUS_ID:79960815320,10.1093/aje/kwr086,Evaluating the incremental value of new biomarkers with integrated discrimination improvement,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84880312110,SCOPUS_ID:84880312110,10.1016/j.amepre.2013.03.019,Challenges in cervical cancer prevention: A survey of U.S. Obstetrician-Gynecologists,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:79955779649,SCOPUS_ID:79955779649,10.1093/aje/kwq502,Dynamic path analysis in life-course epidemiology,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84907201782,SCOPUS_ID:84907201782,10.2105/AJPH.2013.301735,Factors influencing adoption of and adherence to indoor smoking bans among health disparity communities,ECreview,excel,excel-column,,,
SCOPUS_ID:0028282150,SCOPUS_ID:0028282150,10.1136/jech.48.2.188,Prevalence of total hip replacement: How much demand has been met?,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0026747758,SCOPUS_ID:0026747758,10.2105/AJPH.82.8.1133,Does equal socioeconomic status in Black and White men mean equal risk of mortality?,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0029968968,SCOPUS_ID:0029968968,10.2105/AJPH.86.11.1607,"Childhood victimization and subsequent risk for promiscuity, prostitution, and teenage pregnancy: A prospective study",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85055798363,SCOPUS_ID:85055798363,10.1093/aje/kwy158,The Number of Events per Confounder for Valid Estimation of Risk Difference Using Modified Least-Squares Regression,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:84871232651,SCOPUS_ID:84871232651,10.1093/aje/kws212,Perinatal and family risk factors for Hodgkin lymphoma in childhood through young adulthood,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0034032147,SCOPUS_ID:0034032147,10.1023/A:1007621104789,Use of unconventional methods of therapy by cancer patients in Pakistan,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:79960805262,SCOPUS_ID:79960805262,10.1093/aje/kwr074,"Changes in the prevalence of cognitive impairment among older Americans, 1993-2004: Overall trends and differences by race/ethnicity",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85042868429,SCOPUS_ID:85042868429,10.1136/jech-2017-209333,Longitudinal analysis of cardiovascular disease risk profile in neighbourhood poverty subgroups: 5-year results from an afterschool fitness programme in the USA,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:84929055179,SCOPUS_ID:84929055179,10.1093/eurpub/cku229,Comparing variation across European countries: Building geographical areas to provide sounder estimates,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0027940114,SCOPUS_ID:0027940114,10.1093/ije/23.4.673,No improvement in survival from melanoma diagnosed from 1973 to 1984,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:31944433220,SCOPUS_ID:31944433220,10.1007/s10654-005-4724-2,Characteristics and analysis of risk factors for mortality in infective endocarditis,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0025918863,SCOPUS_ID:0025918863,10.2105/AJPH.81.1.53,"AIDS-related knowledge, sexual behavior, and condom use among men and women in Kinshasa, Zaire",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85207423519,SCOPUS_ID:85207423519,10.1136/jech-2024-222677,Association of housing tenure and unaffordable housing with preterm birth and other adverse birth outcomes in Canada: a population-based study,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85108568071,SCOPUS_ID:85108568071,10.1136/jech-2021-216581,Effectiveness of the population-based a â‚¬ check your health preventive programme' conducted in a primary care setting: A pragmatic randomised controlled trial,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:84856106049,SCOPUS_ID:84856106049,10.1093/eurpub/ckq193,Prevalence and regional differences of gestational diabetes mellitus and oral glucose tolerance tests in Finland,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0842281637,SCOPUS_ID:0842281637,10.1016/j.ypmed.2003.11.003,"Nicotine dependence, quit attempts, and quitting among smokers in a regional population sample from a country with a high prevalence of tobacco smoking",ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:85142342895,SCOPUS_ID:85142342895,10.1016/j.ypmed.2022.107345,Total cost of care associated with opioid use disorder treatment,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0035038622,SCOPUS_ID:0035038622,10.2105/AJPH.91.5.761,Depression and substance use in minority middle-school students,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:33947211169,SCOPUS_ID:33947211169,10.1093/aje/kwk063,"Smoking, hypertension, alcohol consumption, and risk of abdominal aortic aneurysm in men",ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:0036301558,SCOPUS_ID:0036301558,10.1093/ije/31.3.587,An ecologic study of protective equipment and injury in two contact sports,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85169087027,SCOPUS_ID:85169087027,10.1093/eurpub/ckad083,Impact of a sugar-sweetened beverage tax on sugar producers in Ukraine,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:85040574830,SCOPUS_ID:85040574830,10.1093/aje/kwx193,Bias in Hazard Ratios Arising from Misclassification According to Self-Reported Weight and Height in Observational Studies of Body Mass Index and Mortality,ECreview,excel,excel-column,,,
SCOPUS_ID:85072058175,SCOPUS_ID:85072058175,10.1093/aje/kwz134,A Cross-Sectional Analysis of Telomere Length and Sleep in the Women's Health Initiative,ECreview,excel,excel-column,,,
SCOPUS_ID:77951226515,SCOPUS_ID:77951226515,10.2105/AJPH.2009.177345,"Perinatal outcomes for Asian, native Hawaiian, and other Pacific Islander mothers of single and multiple race/ethnicity: California and Hawaii, 2003-2005",ECreview,excel,excel-column,,,
SCOPUS_ID:84871329834,SCOPUS_ID:84871329834,10.1016/j.amepre.2012.10.002,Breast cancer risk prediction and mammography biopsy decisions: A model-based study,ECreview,excel,excel-column,,,
SCOPUS_ID:85204380600,SCOPUS_ID:85204380600,10.1136/jech-2024-222040,Impact of early childhood infection on child development and school performance: a population-based study,ECreview,excel,excel-column,,,
SCOPUS_ID:77952276406,SCOPUS_ID:77952276406,10.2105/AJPH.2009.160002,Herpes zoster and exposure to the varicella zoster virus in an era of varicella vaccination,ECreview,excel,excel-column,,,
SCOPUS_ID:3242669926,SCOPUS_ID:3242669926,10.1093/aje/kwh195,Relative risk of mortality in the physically inactive is underestimated because of real changes in exposure level during follow-up,ECreview,excel,excel-column,,,
SCOPUS_ID:0026322770,SCOPUS_ID:0026322770,10.2105/AJPH.81.9.1121,Is coronary-care-unit admission restricted for elderly patients? A multicenter study,ECreview,excel,excel-column,,,
SCOPUS_ID:70749122175,SCOPUS_ID:70749122175,10.1016/j.ypmed.2009.09.017,Oral language comprehension assessment among elderly: A population based study in Brazil,ECreview,excel,excel-column,,,
SCOPUS_ID:0029020424,SCOPUS_ID:0029020424,10.1097/00001648-199507000-00005,Dose-Response and trend analysis in epidemiology: Alternatives to categorical analysis,ECreview,excel,excel-column,,,
SCOPUS_ID:84867003072,SCOPUS_ID:84867003072,10.1093/eurpub/ckr104,"Good friends, high income or resilience? What matters most for Elderly patients?",ECreview,excel,excel-column,,,
SCOPUS_ID:85025662016,SCOPUS_ID:85025662016,10.1016/j.amepre.2017.05.019,Yoga for Military Veterans with Chronic Low Back Pain: A Randomized Clinical Trial,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:84940038714,SCOPUS_ID:84940038714,10.1097/EDE.0000000000000350,To Treat or to Prevent?: Reducing the Population Burden of Violence-related Post-traumatic Stress Disorder,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0027787349,SCOPUS_ID:0027787349,10.1093/ije/22.6.1056,Gender differential in all-cause and cardiovascular disease mortality,ECreview,excel,excel-column,,,
SCOPUS_ID:0029933963,SCOPUS_ID:0029933963,10.1007/BF00144421,Unusual features in the epidemiology of Lyme borreliosis,ECreview,excel,excel-column,,,
SCOPUS_ID:84907336726,SCOPUS_ID:84907336726,10.1016/j.ypmed.2014.08.015,"The association of major patterns of physical activity, sedentary behavior and sleep with health-related quality of life: A cohort study",ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:85105814926,SCOPUS_ID:85105814926,10.1016/j.ypmed.2021.106617,The value of adding a single co-test in HPV primary screening,ECreview,excel,excel-column,,,
SCOPUS_ID:84950266705,SCOPUS_ID:84950266705,10.1093/aje/kwv152,The Impact of Sparse Follow-up on Marginal Structural Models for Time-to-Event Data,ECreview,excel,excel-column,,,
SCOPUS_ID:63149172821,SCOPUS_ID:63149172821,10.2105/AJPH.2008.146571,Psychosocial care for women survivors of the tsunami disaster in India,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0031661866,SCOPUS_ID:0031661866,10.2105/AJPH.88.10.1503,Misclassification rates for current smokers misclassified as nonsmokers,ECreview,excel,excel-column,,"{""policy_claim"": false}",NO
SCOPUS_ID:85033381429,SCOPUS_ID:85033381429,10.1016/j.ypmed.2017.10.035,Modifiable predictors of insufficient sleep durations: A longitudinal analysis of youth in the COMPASS study,ECreview,excel,excel-column,,,
SCOPUS_ID:85014802814,SCOPUS_ID:85014802814,10.1093/aje/kww129,Improving estimates of numbers of children with severe acute malnutrition using cohort and survey data,ECreview,excel,excel-column,,,
SCOPUS_ID:85153610705,SCOPUS_ID:85153610705,10.1016/j.amepre.2023.03.006,Effectiveness of the National Diabetes Prevention Program After Gestational Diabetes,ECreview,excel,excel-column,,,
SCOPUS_ID:85203007053,SCOPUS_ID:85203007053,10.1016/j.ypmed.2024.108125,Relationship between participation in projects of incentives to promote walking and healthy aging among the older population: A four-year longitudinal study,ECreview,excel,excel-column,,,
SCOPUS_ID:85041402164,SCOPUS_ID:85041402164,10.1016/j.ypmed.2018.01.017,Internet little cigar and cigarillo vendors: Surveillance of sales and marketing practices via website content analysis,ECreview,excel,excel-column,,"{""policy_claim"": true}",YES
SCOPUS_ID:0028032014,SCOPUS_ID:0028032014,10.1093/oxfordjournals.aje.a116980,Prevalence of low birth weight among hispanic infants with united states-born and foreign-born mothers: The effect of urban poverty,ECreview,excel,excel-column,,,
SCOPUS_ID:85148892048,SCOPUS_ID:85148892048,10.1016/j.amepre.2023.01.039,Spillover After Mammography Guideline Change: Evidence From State-Level Trends,ECreview,excel,excel-column,,,
SCOPUS_ID:84868300097,SCOPUS_ID:84868300097,10.1016/j.ypmed.2012.08.021,Relationship between physical activity and general mental health,ECreview,excel,excel-column,,,
SCOPUS_ID:8544255516,SCOPUS_ID:8544255516,10.1023/A:1007369203648,"Awareness, treatment and control of hyperlipidaemia, hypertension and diabetes mellitus in a selected population of southern Italy",ECreview,excel,excel-column,,,
